dataset,type,param,k,k_used,seed,N_SAMPLES,SUBSAMPLE,N_NULLS,GEODESIC_MAX_K,GEODESIC_PCT,ALPHA,DELTA_MIN,LOBS_MULT,Lobs,null_med,null_max,TSR,pperm,pct,zrob,delta,zero_frac,null_collapsed,zrob_collapsed,fallback,separation_flag,formal_trigger,nominal_trigger
helix_p22,helix,22.0,6,6,101,1200,600,200,50,95.0,0.05,0.001,5.0,0.0006219521164894104,0.028568262234330177,0.07881667837500572,0.02177073674856731,1.0,0.0,-2.4216312374151316,-0.07819472625851631,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,6,6,202,1200,600,200,50,95.0,0.05,0.001,5.0,0.0019403276965022087,0.029201588593423367,0.09395380318164825,0.06644596372653348,1.0,0.0,-2.3961589933179637,-0.09201347548514605,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,6,6,303,1200,600,200,50,95.0,0.05,0.001,5.0,0.002054985612630844,0.026045111007988453,0.08197943866252899,0.0789010118606001,1.0,0.0,-2.429604263120397,-0.07992445304989815,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,6,6,404,1200,600,200,50,95.0,0.05,0.001,5.0,0.00041345134377479553,0.028952077962458134,0.11832484602928162,0.014280541254988094,1.0,0.0,-2.4539325025838408,-0.11791139468550682,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,8,8,101,1200,600,200,50,95.0,0.05,0.001,5.0,0.0011318270117044449,0.02926959004253149,0.08765005692839622,0.03866904217042753,1.0,0.0,-2.9059829583268275,-0.08651822991669178,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,8,8,202,1200,600,200,50,95.0,0.05,0.001,5.0,0.0014397073537111282,0.025238053873181343,0.07131939381361008,0.05704510184852075,1.0,0.0,-2.754458515651514,-0.06987968645989895,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,8,8,303,1200,600,200,50,95.0,0.05,0.001,5.0,0.0027516288682818413,0.027850092388689518,0.0829075425863266,0.0988014269317301,1.0,0.0,-2.3763934618433553,-0.08015591371804476,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,8,8,404,1200,600,200,50,95.0,0.05,0.001,5.0,0.0012438967823982239,0.028860682621598244,0.10736257955431938,0.04310004717020236,1.0,0.0,-2.8097711540174393,-0.10611868277192116,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,10,10,101,1200,600,200,50,95.0,0.05,0.001,5.0,0.0009205751121044159,0.025507621467113495,0.07926398515701294,0.03609019811020821,1.0,0.0,-2.3202480016689697,-0.07834341004490852,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,10,10,202,1200,600,200,50,95.0,0.05,0.001,5.0,0.0007012691348791122,0.025856444612145424,0.06471708044409752,0.02712163815912211,1.0,0.0,-2.386073577545026,-0.0640158113092184,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,10,10,303,1200,600,200,50,95.0,0.05,0.001,5.0,0.0010501723736524582,0.026765160262584686,0.07773913070559502,0.03923654345090058,1.0,0.0,-2.447195350335028,-0.07668895833194256,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,10,10,404,1200,600,200,50,95.0,0.05,0.001,5.0,0.0013996744528412819,0.02566770650446415,0.07910315319895744,0.05453056168237387,1.0,0.0,-2.307612359894145,-0.07770347874611616,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,12,12,101,1200,600,200,50,95.0,0.05,0.001,5.0,0.0004125479608774185,0.02529521845281124,0.07914028316736221,0.016309325876379604,1.0,0.0,-2.2384406535731873,-0.0787277352064848,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,12,12,202,1200,600,200,50,95.0,0.05,0.001,5.0,0.0013085408136248589,0.0243133082985878,0.10125695541501045,0.05381994081188217,1.0,0.0,-1.9076532219925806,-0.0999484146013856,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,12,12,303,1200,600,200,50,95.0,0.05,0.001,5.0,0.0012162458151578903,0.025130759924650192,0.07142772153019905,0.048396698657588375,1.0,0.0,-1.9875745102709288,-0.07021147571504116,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,12,12,404,1200,600,200,50,95.0,0.05,0.001,5.0,0.001791778951883316,0.025863301008939743,0.07672875747084618,0.06927881909562521,1.0,0.0,-1.893340551635401,-0.07493697851896286,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,14,14,101,1200,600,200,50,95.0,0.05,0.001,5.0,0.0012868242338299751,0.024447966367006302,0.12492501735687256,0.052635225951307374,1.0,0.0,-1.8406153440619932,-0.12363819312304258,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,14,14,202,1200,600,200,50,95.0,0.05,0.001,5.0,0.0023885508999228477,0.0191683666780591,0.08372307941317558,0.12460899459588658,1.0,0.0,-1.987079234892568,-0.08133452851325274,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,14,14,303,1200,600,200,50,95.0,0.05,0.001,5.0,0.0014964621514081955,0.020512305200099945,0.0881744921207428,0.07295436260025762,1.0,0.0,-1.9795709777000208,-0.0866780299693346,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,14,14,404,1200,600,200,50,95.0,0.05,0.001,5.0,0.0017035221680998802,0.019921007566154003,0.0829465389251709,0.08551385578050119,1.0,0.0,-1.8808797114574223,-0.08124301675707102,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,16,16,101,1200,600,200,50,95.0,0.05,0.001,5.0,0.002670805901288986,0.018717842176556587,0.08083484694361687,0.14268770277865606,1.0,0.0,-1.982606163747411,-0.07816404104232788,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,16,16,202,1200,600,200,50,95.0,0.05,0.001,5.0,0.0014306772500276566,0.018231142312288284,0.08768299221992493,0.0784743613670805,1.0,0.0,-2.2207123642629747,-0.08625231496989727,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,16,16,303,1200,600,200,50,95.0,0.05,0.001,5.0,0.0019849706441164017,0.019379902631044388,0.12281005084514618,0.10242418044114843,1.0,0.0,-2.09929845580856,-0.12082508020102978,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,16,16,404,1200,600,200,50,95.0,0.05,0.001,5.0,0.0012878850102424622,0.02021278813481331,0.07127417623996735,0.06371634638373165,1.0,0.0,-2.1792020146645426,-0.06998629122972488,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,20,20,101,1200,600,200,50,95.0,0.05,0.001,5.0,0.001104544848203659,0.01972198858857155,0.08796944096684456,0.05600575434810425,1.0,0.0,-2.0669122924749104,-0.0868648961186409,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,20,20,202,1200,600,200,50,95.0,0.05,0.001,5.0,0.0011204024776816368,0.017077593132853508,0.09898894280195236,0.06560657985583601,1.0,0.0,-2.4663766727856564,-0.09786854032427073,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,20,20,303,1200,600,200,50,95.0,0.05,0.001,5.0,0.0017523439601063728,0.01843278296291828,0.08885378390550613,0.09506670607127221,1.0,0.0,-2.2436102019942052,-0.08710143994539976,0.0,False,False,False,False,False,False
helix_p22,helix,22.0,20,20,404,1200,600,200,50,95.0,0.05,0.001,5.0,0.0009548766538500786,0.017736069858074188,0.06061084195971489,0.05383811979977861,1.0,0.0,-2.349164443205364,-0.05965596530586481,0.0,False,False,False,False,False,False
circle_r2.0,circle,2.0,6,6,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2818727008998394,0.6592579670250416,1.7870838046073914,1.9444174587414638,0.014925373134328358,99.0,2.21785938046385,-0.505211103707552,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,6,6,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2701973021030426,0.6605801284313202,1.553790144622326,1.922851214306821,0.01990049751243781,98.5,2.3163232214865395,-0.2835928425192833,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,6,6,303,1200,600,200,50,95.0,0.05,0.001,5.0,0.021320875734090805,0.676098994910717,1.207654945552349,0.03153513892869316,1.0,0.0,-2.2235108095451976,-1.1863340698182583,0.0,False,False,False,False,False,False
circle_r2.0,circle,2.0,6,6,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2814528793096542,0.6431668326258659,1.8250121921300888,1.9924113220761974,0.014925373134328358,99.0,2.6762204984524716,-0.5435593128204346,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,8,8,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2645673342049122,0.679661113768816,1.4247639030218124,1.860585089517405,0.01990049751243781,98.5,2.1309496621579602,-0.16019656881690025,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,8,8,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2752750851213932,0.7223145999014378,1.6615971773862839,1.7655396766085627,0.009950248756218905,99.5,1.7830042444166871,-0.38632209226489067,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,8,8,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2800125367939472,0.6447342187166214,1.310687780380249,1.9853336454514492,0.014925373134328358,99.0,2.2543748994121238,-0.030675243586301804,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,8,8,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2816587537527084,0.6589633524417877,1.3635970503091812,1.9449621120834397,0.014925373134328358,99.0,2.3336858112911543,-0.08193829655647278,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,10,10,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2825971394777298,0.6105936244130135,1.4636168479919434,2.100574077740556,0.014925373134328358,99.0,2.6074121771833725,-0.18101970851421356,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,10,10,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2794658094644547,0.6414527297019958,1.411766156554222,1.9946377187557849,0.009950248756218905,99.5,2.0781591678397926,-0.13230034708976746,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,10,10,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2800025157630444,0.6223506070673466,1.3356366157531738,2.0567225310386408,0.014925373134328358,99.0,2.699902062634347,-0.05563409999012947,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,10,10,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2850145548582077,0.6463006362318993,1.3127266317605972,1.988261318058092,0.009950248756218905,99.5,2.4855049713048225,-0.027712076902389526,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,12,12,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2769652791321278,0.6365628577768803,1.20627561211586,2.00603171160468,0.004975124378109453,100.0,2.33633336578693,0.07068966701626778,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,12,12,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.282224129885435,0.5869345292448997,1.2473135590553284,2.1846118536131303,0.004975124378109453,100.0,2.9051192369050645,0.034910570830106735,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,12,12,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2835580743849277,0.5477518141269684,1.2882850617170334,2.34332053546619,0.009950248756218905,99.5,2.8427048982760943,-0.004726987332105637,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,12,12,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2725170329213142,0.5856274664402008,1.30022444576025,2.172912142687351,0.009950248756218905,99.5,2.8408839463440687,-0.027707412838935852,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,14,14,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.281075369566679,0.5297743007540703,1.2343336194753647,2.4181531035778887,0.004975124378109453,100.0,3.2192256057274236,0.046741750091314316,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,14,14,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2782437838613987,0.536911740899086,1.356049507856369,2.380733529347922,0.014925373134328358,99.0,3.0200679069937224,-0.07780572399497032,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,14,14,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2849899530410767,0.5684035383164883,1.6332010477781296,2.260700130130666,0.01990049751243781,98.5,2.5396856279443596,-0.3482110947370529,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,14,14,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2807442247867584,0.5902955085039139,1.2868914380669594,2.1696662202810866,0.009950248756218905,99.5,2.666957813607686,-0.006147213280200958,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,16,16,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2818126864731312,0.5512537434697151,1.2251252382993698,2.325267994377305,0.004975124378109453,100.0,2.9471407546855883,0.05668744817376137,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,16,16,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2843258008360863,0.5621789321303368,1.231209859251976,2.2845498602499053,0.004975124378109453,100.0,2.8436451116015466,0.05311594158411026,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,16,16,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2762351520359516,0.5680690333247185,1.3723627626895905,2.2466198246440694,0.014925373134328358,99.0,2.7587693241873508,-0.09612761065363884,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,16,16,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2838401980698109,0.5429239124059677,1.1911263763904572,2.364677938715404,0.004975124378109453,100.0,2.8372613627699956,0.09271382167935371,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,20,20,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2826926372945309,0.477982260286808,1.4093955308198929,2.6835569933540664,0.009950248756218905,99.5,3.3581573980852744,-0.12670289352536201,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,20,20,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2760562747716904,0.5382081791758537,1.2235050201416016,2.370934378446861,0.004975124378109453,100.0,2.5887014811921474,0.052551254630088806,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,20,20,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.280649695545435,0.5280131474137306,1.195269912481308,2.425412514471997,0.004975124378109453,100.0,3.132589180544722,0.08537978306412697,0.0,False,False,False,False,True,True
circle_r2.0,circle,2.0,20,20,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2814466655254364,0.49291250854730606,1.328373983502388,2.5997446672624926,0.014925373134328358,99.0,3.5040496981401046,-0.0469273179769516,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,6,6,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.291010968387127,0.6474395506083965,1.81777124106884,1.9940254919119087,0.014925373134328358,99.0,2.298104283933884,-0.5267602726817131,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,6,6,202,1200,600,200,50,95.0,0.05,0.001,5.0,0.01653517223894596,0.6301865354180336,1.5290105566382408,0.0262385362263431,1.0,0.0,-2.4275503698873377,-1.5124753843992949,0.0,False,False,False,False,False,False
circle_r3.0,circle,3.0,6,6,303,1200,600,200,50,95.0,0.05,0.001,5.0,0.014965035021305084,0.6744379214942455,1.3475162535905838,0.02218889914749638,1.0,0.0,-2.431385854675198,-1.3325512185692787,0.0,False,False,False,False,False,False
circle_r3.0,circle,3.0,6,6,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2878578677773476,0.6322142854332924,1.8077628016471863,2.037059107091622,0.01990049751243781,98.5,2.8407483694279922,-0.5199049338698387,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,8,8,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2934201285243034,0.660295881330967,1.382327288389206,1.9588493054283194,0.014925373134328358,99.0,2.1414700225491314,-0.0889071598649025,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,8,8,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2912491224706173,0.7375086657702923,1.683058962225914,1.7508256952075525,0.014925373134328358,99.0,1.9641907294298484,-0.3918098397552967,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,8,8,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2902824692428112,0.6363032162189484,1.3446587473154068,2.027779266790323,0.014925373134328358,99.0,2.3601049762129613,-0.054376278072595596,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,8,8,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.294986791908741,0.6688158623874187,1.3868610113859177,1.9362381557222546,0.014925373134328358,99.0,2.356461344763753,-0.09187421947717667,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,10,10,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2903911024332047,0.6246783658862114,1.323983296751976,2.0656887974670006,0.009950248756218905,99.5,2.5454612768918143,-0.03359219431877136,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,10,10,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2924876362085342,0.6541842147707939,1.4269069582223892,1.975724279222186,0.009950248756218905,99.5,2.191476451414949,-0.13441932201385498,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,10,10,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2911715060472488,0.6317688450217247,1.3634807169437408,2.0437403905233813,0.01990049751243781,98.5,2.4341453398992203,-0.072309210896492,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,10,10,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2890118844807148,0.6451889351010323,1.303364336490631,1.9978828128490245,0.009950248756218905,99.5,2.4088704787835153,-0.014352452009916306,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,12,12,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2892526723444462,0.637899823486805,1.190422773361206,2.021089558067723,0.004975124378109453,100.0,2.383496246169956,0.09882989898324013,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,12,12,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2908102832734585,0.5930499732494354,1.2418505102396011,2.176562417158006,0.004975124378109453,100.0,3.0541889313232287,0.048959773033857346,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,12,12,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2955457232892513,0.5373647585511208,1.2994149774312973,2.410924242185101,0.009950248756218905,99.5,3.1937554950014726,-0.0038692541420459747,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,12,12,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.288812018930912,0.60042455047369,1.2971751242876053,2.1465012013782405,0.009950248756218905,99.5,2.651152537452958,-0.008363105356693268,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,14,14,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.290820512920618,0.5273891948163509,1.2307242900133133,2.447567234227588,0.004975124378109453,100.0,3.239268044710563,0.060096222907304764,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,14,14,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2874269895255566,0.5421851575374603,1.4125487804412842,2.374515369196974,0.009950248756218905,99.5,3.263703520567786,-0.12512179091572762,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,14,14,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2927103601396084,0.5854486897587776,1.639603778719902,2.2080677312131924,0.01990049751243781,98.5,2.5308966658285796,-0.34689341858029366,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,14,14,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2926738299429417,0.5392655208706856,1.3000904470682144,2.3971008342113613,0.009950248756218905,99.5,3.315715593475261,-0.007416617125272751,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,16,16,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2931468822062016,0.5562287867069244,1.1627682149410248,2.3248471008841056,0.004975124378109453,100.0,3.1398230279343804,0.13037866726517677,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,16,16,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.290453054010868,0.5599736571311951,1.227590948343277,2.3044888586718395,0.004975124378109453,100.0,2.916998514411366,0.0628621056675911,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,16,16,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.2860259599983692,0.5705397576093674,1.4090850800275803,2.254051436108018,0.009950248756218905,99.5,2.7761514138511822,-0.12305912002921104,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,16,16,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2954134047031403,0.5386892929673195,1.2095332741737366,2.4047506078412515,0.004975124378109453,100.0,2.8473428762291073,0.08588013052940369,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,20,20,101,1200,600,200,50,95.0,0.05,0.001,5.0,1.2955511137843132,0.4657037556171417,1.4269046038389206,2.78192112078781,0.009950248756218905,99.5,3.576601682192373,-0.1313534900546074,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,20,20,202,1200,600,200,50,95.0,0.05,0.001,5.0,1.2868592999875546,0.5491482987999916,1.1850188970565796,2.3433730065216962,0.004975124378109453,100.0,2.614337074640126,0.10184040293097496,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,20,20,303,1200,600,200,50,95.0,0.05,0.001,5.0,1.294768299907446,0.5274794027209282,1.172187089920044,2.4546329074199136,0.004975124378109453,100.0,3.1681131401365543,0.12258120998740196,0.0,False,False,False,False,True,True
circle_r3.0,circle,3.0,20,20,404,1200,600,200,50,95.0,0.05,0.001,5.0,1.2929218895733356,0.47939489036798477,1.3534119054675102,2.6969872135645594,0.014925373134328358,99.0,3.7573102658721647,-0.060490015894174576,0.0,False,False,False,False,True,True
